Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Transmembrane
O15354,reviewed,GPR37_HUMAN,Prosaposin receptor GPR37 (Endothelin B receptor-like protein 1) (ETBR-LP-1) (G-protein coupled receptor 37) (Parkin-associated endothelin receptor-like receptor) (PAELR),GPR37,Homo sapiens (Human),613,"TRANSMEM 266..286; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 300..320; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 336..356; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 380..400; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 444..464; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 494..514; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 532..552; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
O15374,reviewed,MOT5_HUMAN,Monocarboxylate transporter 5 (MCT 5) (Monocarboxylate transporter 4) (MCT 4) (Solute carrier family 16 member 4),SLC16A4 MCT4 MCT5,Homo sapiens (Human),487,"TRANSMEM 17..37; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 60..80; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 88..108; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 110..129; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 144..164; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 175..195; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 300..320; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 338..358; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 373..393; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 395..415; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 426..446; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 459..479; /note=""Helical""; /evidence=""ECO:0000255"""
O15389,reviewed,SIGL5_HUMAN,Sialic acid-binding Ig-like lectin 5 (Siglec-5) (CD33 antigen-like 2) (Obesity-binding protein 2) (OB-BP2) (OB-binding protein 2) (CD antigen CD170),SIGLEC5 CD33L2 OBBP2,Homo sapiens (Human),551,"TRANSMEM 442..462; /note=""Helical""; /evidence=""ECO:0000255"""
O15393,reviewed,TMPS2_HUMAN,Transmembrane protease serine 2 (EC 3.4.21.122) (Serine protease 10) [Cleaved into: Transmembrane protease serine 2 non-catalytic chain; Transmembrane protease serine 2 catalytic chain],TMPRSS2 PRSS10,Homo sapiens (Human),492,"TRANSMEM 85..105; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255"""
O15394,reviewed,NCAM2_HUMAN,Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2),NCAM2 NCAM21,Homo sapiens (Human),837,"TRANSMEM 698..718; /note=""Helical""; /evidence=""ECO:0000255"""
O15399,reviewed,NMDE4_HUMAN,"Glutamate receptor ionotropic, NMDA 2D (GluN2D) (EB11) (Glutamate [NMDA] receptor subunit epsilon-4) (N-methyl D-aspartate receptor subtype 2D) (NMDAR2D) (NR2D)",GRIN2D GluN2D NMDAR2D,Homo sapiens (Human),1336,"TRANSMEM 585..603; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q00960""; TRANSMEM 658..673; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q00960""; TRANSMEM 845..864; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q00960"""
O15400,reviewed,STX7_HUMAN,Syntaxin-7,STX7,Homo sapiens (Human),261,"TRANSMEM 239..259; /note=""Helical; Anchor for type IV membrane protein""; /evidence=""ECO:0000255"""
O15427,reviewed,MOT4_HUMAN,Monocarboxylate transporter 4 (MCT 4) (Solute carrier family 16 member 3),SLC16A3 MCT3 MCT4,Homo sapiens (Human),465,"TRANSMEM 18..38; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 62..82; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 85..105; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 110..130; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 150..170; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 180..200; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 228..248; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 265..285; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 295..315; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 318..338; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 352..372; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 385..405; /note=""Helical""; /evidence=""ECO:0000255"""
O15431,reviewed,COPT1_HUMAN,High affinity copper uptake protein 1 (Copper transporter 1) (hCTR1) (Solute carrier family 31 member 1) [Cleaved into: Truncated CTR1 form],SLC31A1 COPT1 CTR1,Homo sapiens (Human),190,"TRANSMEM 62..82; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 133..153; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 157..177; /note=""Helical""; /evidence=""ECO:0000255"""
O15432,reviewed,COPT2_HUMAN,Protein SLC31A2 (Copper transporter 2) (hCTR2) (Solute carrier family 31 member 2),SLC31A2 COPT2 CTR2,Homo sapiens (Human),143,"TRANSMEM 23..43; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 94..114; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 120..140; /note=""Helical""; /evidence=""ECO:0000255"""
O15438,reviewed,MRP3_HUMAN,ATP-binding cassette sub-family C member 3 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multispecific organic anion transporter 2) (Multi-specific organic anion transporter D) (MOAT-D) (Multidrug resistance-associated protein 3),ABCC3 CMOAT2 MLP2 MRP3,Homo sapiens (Human),1527,"TRANSMEM 33..53; /note=""Helical; Name=1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 74..94; /note=""Helical; Name=2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 100..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 133..153; /note=""Helical; Name=4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 172..192; /note=""Helical; Name=5""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 303..323; /note=""Helical; Name=6""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 350..370; /note=""Helical; Name=7""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 427..447; /note=""Helical; Name=8""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 451..471; /note=""Helical; Name=9""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 534..554; /note=""Helical; Name=10""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 577..597; /note=""Helical; Name=11""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 964..984; /note=""Helical; Name=12""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 1022..1042; /note=""Helical; Name=13""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 1086..1106; /note=""Helical; Name=14""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 1108..1128; /note=""Helical; Name=15""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 1200..1220; /note=""Helical; Name=16""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 1223..1243; /note=""Helical; Name=17""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441"""
O15439,reviewed,MRP4_HUMAN,ATP-binding cassette sub-family C member 4 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B) (Multidrug resistance-associated protein 4),ABCC4 MOATB MRP4,Homo sapiens (Human),1325,"TRANSMEM 93..113; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 136..156; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 207..227; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 228..248; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 328..348; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 351..371; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 440..460; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 710..730; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 771..791; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 836..856; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 858..878; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 954..974; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 977..997; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 1038..1058; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441"""
O15440,reviewed,MRP5_HUMAN,ATP-binding cassette sub-family C member 5 (EC 7.6.2.-) (EC 7.6.2.2) (Multi-specific organic anion transporter C) (MOAT-C) (Multidrug resistance-associated protein 5) (SMRP) (pABC11),ABCC5 MRP5,Homo sapiens (Human),1437,"TRANSMEM 179..199; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 219..239; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 296..316; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 317..337; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 400..420; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 434..454; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 608..628; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 848..868; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 917..937; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 997..1017; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 1018..1038; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 1104..1124; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441""; TRANSMEM 1127..1147; /note=""Helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00441"""
O15455,reviewed,TLR3_HUMAN,Toll-like receptor 3 (CD antigen CD283),TLR3,Homo sapiens (Human),904,"TRANSMEM 705..725; /note=""Helical""; /evidence=""ECO:0000255"""
O15466,reviewed,SIA8E_HUMAN,"Alpha-2,8-sialyltransferase 8E (EC 2.4.99.-) (Sialyltransferase 8E) (SIAT8-E) (Sialyltransferase St8Sia V) (ST8SiaV)",ST8SIA5 SIAT8E,Homo sapiens (Human),376,"TRANSMEM 18..38; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255"""
O15503,reviewed,INSI1_HUMAN,Insulin-induced gene 1 protein (INSIG-1),INSIG1,Homo sapiens (Human),277,"TRANSMEM 85..107; /note=""Helical; Name=1""; /evidence=""ECO:0000250|UniProtKB:A1T557""; TRANSMEM 127..144; /note=""Helical; Name=2""; /evidence=""ECO:0000250|UniProtKB:A1T557""; TRANSMEM 160..182; /note=""Helical; Name=3""; /evidence=""ECO:0000250|UniProtKB:A1T557""; TRANSMEM 186..204; /note=""Helical; Name=4""; /evidence=""ECO:0000250|UniProtKB:A1T557""; TRANSMEM 210..231; /note=""Helical; Name=5""; /evidence=""ECO:0000250|UniProtKB:A1T557""; TRANSMEM 246..263; /note=""Helical; Name=6""; /evidence=""ECO:0000250|UniProtKB:A1T557"""
O15529,reviewed,GPR42_HUMAN,G-protein coupled receptor 42,GPR42 GPR42P,Homo sapiens (Human),346,"TRANSMEM 20..40; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 48..68; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 91..111; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 133..153; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 179..199; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 223..243; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 259..279; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
O15533,reviewed,TPSN_HUMAN,Tapasin (TPN) (TPSN) (NGS-17) (TAP-associated protein) (TAP-binding protein),TAPBP NGS17 TAPA,Homo sapiens (Human),448,"TRANSMEM 415..435; /note=""Helical""; /evidence=""ECO:0000255"""
O15547,reviewed,P2RX6_HUMAN,P2X purinoceptor 6 (P2X6) (ATP receptor) (P2XM) (Purinergic receptor) (Purinergic receptor P2X-like 1),P2RX6 P2RXL1 P2X6,Homo sapiens (Human),441,"TRANSMEM 40..60; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 334..354; /note=""Helical; Name=2""; /evidence=""ECO:0000255"""
O15551,reviewed,CLD3_HUMAN,Claudin-3 (Clostridium perfringens enterotoxin receptor 2) (CPE-R 2) (CPE-receptor 2) (Rat ventral prostate.1 protein homolog) (hRVP1),CLDN3 C7orf1 CPETR2,Homo sapiens (Human),220,"TRANSMEM 9..29; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 81..101; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 116..136; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 160..180; /note=""Helical""; /evidence=""ECO:0000255"""
O15552,reviewed,FFAR2_HUMAN,Free fatty acid receptor 2 (G-protein coupled receptor 43),FFAR2 FFA2 GPCR43 GPR43,Homo sapiens (Human),330,"TRANSMEM 13..33; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 42..62; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 85..105; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 127..147; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 174..194; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 220..240; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 256..276; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
O15554,reviewed,KCNN4_HUMAN,Intermediate conductance calcium-activated potassium channel protein 4 (SK4) (SKCa 4) (SKCa4) (IKCa1) (IK1) (KCa3.1) (KCa4) (Putative Gardos channel),KCNN4 IK1 IKCA1 KCA4 SK4,Homo sapiens (Human),427,"TRANSMEM 29..49; /note=""Helical; Name=Segment S1""; /evidence=""ECO:0000255""; TRANSMEM 59..79; /note=""Helical; Name=Segment S2""; /evidence=""ECO:0000255""; TRANSMEM 108..128; /note=""Helical; Name=Segment S3""; /evidence=""ECO:0000255""; TRANSMEM 143..163; /note=""Helical; Name=Segment S4""; /evidence=""ECO:0000255""; TRANSMEM 207..227; /note=""Helical; Name=Segment S5""; /evidence=""ECO:0000255""; TRANSMEM 265..285; /note=""Helical; Name=Segment S6""; /evidence=""ECO:0000255"""
O42043,reviewed,ENK18_HUMAN,"Endogenous retrovirus group K member 18 Env polyprotein (Envelope polyprotein) (HERV-K(C1a) envelope protein) (HERV-K110 envelope protein) (HERV-K18 envelope protein) (HERV-K18 superantigen) (HERV-K_1q23.3 provirus ancestral Env polyprotein) (IDDMK1,2 22 envelope protein) (IDDMK1,2 22 superantigen) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]",ERVK-18,Homo sapiens (Human),560,"TRANSMEM 522..542; /note=""Helical""; /evidence=""ECO:0000255"""
O43155,reviewed,FLRT2_HUMAN,Leucine-rich repeat transmembrane protein FLRT2 (Fibronectin-like domain-containing leucine-rich transmembrane protein 2),FLRT2 KIAA0405 UNQ232/PRO265,Homo sapiens (Human),660,"TRANSMEM 542..562; /note=""Helical""; /evidence=""ECO:0000255"""
O43157,reviewed,PLXB1_HUMAN,Plexin-B1 (Semaphorin receptor SEP),PLXNB1 KIAA0407 PLXN5 SEP,Homo sapiens (Human),2135,"TRANSMEM 1491..1511; /note=""Helical""; /evidence=""ECO:0000255"""
O43169,reviewed,CYB5B_HUMAN,Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform),CYB5B CYB5M OMB5,Homo sapiens (Human),150,"TRANSMEM 123..140; /note=""Helical""; /evidence=""ECO:0000255"""
O43173,reviewed,SIA8C_HUMAN,"Alpha-N-acetylneuraminate alpha-2,8-sialyltransferase ST8SIA3 (EC 2.4.3.-) (Alpha-2,8-sialyltransferase 8C) (Alpha-2,8-sialyltransferase III) (Ganglioside GD3 synthase ST8SIA3) (EC 2.4.3.8) (ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3) (Sia-a2,3-Gal-b1,4-Glc-NAc-R:a2,8-sialyltransferase) (hST8Sia III) (Sialyltransferase 8C) (SIAT8-C) (Sialyltransferase St8Sia III) (ST8SiaIII)",ST8SIA3 SIAT8C,Homo sapiens (Human),380,"TRANSMEM 10..33; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255"""
O43184,reviewed,ADA12_HUMAN,Disintegrin and metalloproteinase domain-containing protein 12 (ADAM 12) (EC 3.4.24.-) (Meltrin-alpha),ADAM12 MLTN UNQ346/PRO545,Homo sapiens (Human),909,"TRANSMEM 709..729; /note=""Helical""; /evidence=""ECO:0000255"""
O43193,reviewed,MTLR_HUMAN,Motilin receptor (G-protein coupled receptor 38),MLNR GPR38 MTLR MTLR1,Homo sapiens (Human),412,"TRANSMEM 36..56; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 75..94; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 113..134; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 158..178; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 247..270; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 299..320; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 335..358; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
O43194,reviewed,GPR39_HUMAN,G-protein coupled receptor 39,GPR39,Homo sapiens (Human),453,"TRANSMEM 35..55; /note=""Helical; Name=1""; /evidence=""ECO:0000250|UniProtKB:P20789""; TRANSMEM 70..89; /note=""Helical; Name=2""; /evidence=""ECO:0000250|UniProtKB:P20789""; TRANSMEM 110..131; /note=""Helical; Name=3""; /evidence=""ECO:0000250|UniProtKB:P20789""; TRANSMEM 152..172; /note=""Helical; Name=4""; /evidence=""ECO:0000250|UniProtKB:P20789""; TRANSMEM 218..242; /note=""Helical; Name=5""; /evidence=""ECO:0000250|UniProtKB:P20789""; TRANSMEM 284..305; /note=""Helical; Name=6""; /evidence=""ECO:0000250|UniProtKB:P20789""; TRANSMEM 324..344; /note=""Helical; Name=7""; /evidence=""ECO:0000250|UniProtKB:P20789"""
O43286,reviewed,B4GT5_HUMAN,"Beta-1,4-galactosyltransferase 5 (Beta-1,4-GalTase 5) (Beta4Gal-T5) (b4Gal-T5) (EC 2.4.1.-) (Beta-1,4-GalT II) (Glucosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.274) (Lactosylceramide synthase) (LacCer synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 5) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 5)",B4GALT5,Homo sapiens (Human),388,"TRANSMEM 15..35; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255"""
O43291,reviewed,SPIT2_HUMAN,Kunitz-type protease inhibitor 2 (Hepatocyte growth factor activator inhibitor type 2) (HAI-2) (Placental bikunin),SPINT2 HAI2 KOP,Homo sapiens (Human),252,"TRANSMEM 198..218; /note=""Helical""; /evidence=""ECO:0000255"""
O43292,reviewed,GPAA1_HUMAN,Glycosylphosphatidylinositol anchor attachment 1 protein (GPI anchor attachment protein 1) (GAA1 protein homolog) (hGAA1),GPAA1 GAA1,Homo sapiens (Human),621,"TRANSMEM 25..45; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 369..389; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 428..448; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 459..479; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 496..516; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 544..564; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 600..620; /note=""Helical""; /evidence=""ECO:0000255"""
O43300,reviewed,LRRT2_HUMAN,Leucine-rich repeat transmembrane neuronal protein 2 (Leucine-rich repeat neuronal 2 protein),LRRTM2 KIAA0416 LRRN2,Homo sapiens (Human),516,"TRANSMEM 423..443; /note=""Helical""; /evidence=""ECO:0000255"""
O43306,reviewed,ADCY6_HUMAN,Adenylate cyclase type 6 (EC 4.6.1.1) (ATP pyrophosphate-lyase 6) (Adenylate cyclase type VI) (Adenylyl cyclase 6) (Ca(2+)-inhibitable adenylyl cyclase),ADCY6 KIAA0422,Homo sapiens (Human),1168,"TRANSMEM 152..168; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 181..197; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 214..230; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 239..255; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 259..275; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 289..305; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 674..691; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 702..718; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 743..759; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 820..836; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 839..855; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 897..913; /note=""Helical""; /evidence=""ECO:0000255"""
O43315,reviewed,AQP9_HUMAN,Aquaporin-9 (AQP-9) (Aquaglyceroporin-9) (Small solute channel 1),AQP9 SSC1,Homo sapiens (Human),295,"TRANSMEM 28..48; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q96PS8""; TRANSMEM 55..75; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q96PS8""; TRANSMEM 100..124; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q96PS8""; TRANSMEM 159..179; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q96PS8""; TRANSMEM 190..209; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q96PS8""; TRANSMEM 246..266; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q96PS8"""
O43424,reviewed,GRID2_HUMAN,"Glutamate receptor ionotropic, delta-2 (GluD2) (GluR delta-2 subunit)",GRID2 GLURD2,Homo sapiens (Human),1007,"TRANSMEM 567..587; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 636..656; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 831..851; /note=""Helical""; /evidence=""ECO:0000255"""
O43451,reviewed,MGA_HUMAN,"Maltase-glucoamylase (Alpha-1,4-glucosidase) (EC 3.2.1.20)",MGAM MGA MGAML,Homo sapiens (Human),2753,"TRANSMEM 14..34; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255"""
