PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[2] ID73771_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[3] ID73772_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[4] ID73775_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[5] ID73776_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[6] ID73777_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[7] ID73778_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[8] ID73779_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[9] ID73780_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[10] ID73781_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[11] ID73784_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[12] ID73785_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[13] ID73786_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[14] ID73787_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[15] ID73788_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[16] ID73789_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[17] ID73790_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[18] ID73793_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[19] ID73794_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[20] ID73795_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[21] ID73796_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[22] ID73797_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[23] ID73798_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[24] ID73799_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[25] ID73802_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[26] ID73803_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[27] ID73804_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[28] ID73805_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[29] ID73806_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[30] ID73806_02_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[31] ID73806_03_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.Quantity,[2] ID73771_01_MA10140C_06010_100422.htrms.PG.Quantity,[3] ID73772_01_MA10140C_06010_100422.htrms.PG.Quantity,[4] ID73775_01_MA10140C_06010_100422.htrms.PG.Quantity,[5] ID73776_01_MA10140C_06010_100422.htrms.PG.Quantity,[6] ID73777_01_MA10140C_06010_100422.htrms.PG.Quantity,[7] ID73778_01_MA10140C_06010_100422.htrms.PG.Quantity,[8] ID73779_01_MA10140C_06010_100422.htrms.PG.Quantity,[9] ID73780_01_MA10140C_06010_100422.htrms.PG.Quantity,[10] ID73781_01_MA10140C_06010_100422.htrms.PG.Quantity,[11] ID73784_01_MA10140C_06010_100422.htrms.PG.Quantity,[12] ID73785_01_MA10140C_06010_100422.htrms.PG.Quantity,[13] ID73786_01_MA10140C_06010_100422.htrms.PG.Quantity,[14] ID73787_01_MA10140C_06010_100422.htrms.PG.Quantity,[15] ID73788_01_MA10140C_06010_100422.htrms.PG.Quantity,[16] ID73789_01_MA10140C_06010_100422.htrms.PG.Quantity,[17] ID73790_01_MA10140C_06010_100422.htrms.PG.Quantity,[18] ID73793_01_MA10140C_06010_100422.htrms.PG.Quantity,[19] ID73794_01_MA10140C_06010_100422.htrms.PG.Quantity,[20] ID73795_01_MA10140C_06010_100422.htrms.PG.Quantity,[21] ID73796_01_MA10140C_06010_100422.htrms.PG.Quantity,[22] ID73797_01_MA10140C_06010_100422.htrms.PG.Quantity,[23] ID73798_01_MA10140C_06010_100422.htrms.PG.Quantity,[24] ID73799_01_MA10140C_06010_100422.htrms.PG.Quantity,[25] ID73802_01_MA10140C_06010_100422.htrms.PG.Quantity,[26] ID73803_01_MA10140C_06010_100422.htrms.PG.Quantity,[27] ID73804_01_MA10140C_06010_100422.htrms.PG.Quantity,[28] ID73805_01_MA10140C_06010_100422.htrms.PG.Quantity,[29] ID73806_01_MA10140C_6010_100422.htrms.PG.Quantity,[30] ID73806_02_MA10140C_6010_100422.htrms.PG.Quantity,[31] ID73806_03_MA10140C_06010_100422.htrms.PG.Quantity
P00403,MT-CO2,Cytochrome c oxidase subunit 2,P00403,COX2_HUMAN,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,NaN,1021.5170288085938,1068.3197021484375,NaN,NaN,NaN,NaN,2610.295654296875,NaN,2924.45654296875,NaN,3680.256591796875,1619.8365478515625,1912.9229736328125,1529.4588623046875,2500.470947265625,NaN,2629.24853515625,2046.38427734375,2624.0009765625,NaN,2690.529052734375,3435.480712890625,3370.420654296875,1853.0921630859375,3388.954833984375,NaN,NaN,1143.4962158203125,963.3404541015625,NaN
P00441,SOD1,Superoxide dismutase [Cu-Zn],P00441,SODC_HUMAN,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,13,13,12,13,12,13,13,13,13,13,13,13,13,13,13,719366.375,230787.5,779406.125,778591.75,813836.875,852125.4375,682492.625,814147.3125,234265.53125,753046.3125,821705.1875,830773.5,800481,880926.625,763011.0625,780024.625,765318.875,781613.25,849212.125,678160.375,782131,861943.6875,860952.8125,802153.1875,846327.1875,873252.0625,856140.125,940250.375,760280,746605.875,783201.0625
P00450,CP,Ceruloplasmin,P00450,CERU_HUMAN,76,75,75,75,75,75,76,74,76,75,76,73,74,74,75,75,76,76,74,72,75,75,75,73,75,74,75,74,73,76,74,2127537,2186290.5,1959335.625,2054281.75,2213352.25,2104002.75,2120931.25,1876220,2035914,1842393,1928502.625,1919115.375,1866190.75,1984464.875,1786127.125,1825496.375,1764211.5,1768686.875,1846937.875,2001671.5,2082621.25,1888416.5,1886506.625,2046566.25,1960066.5,1882131.75,1857957,2163891.75,1923116.25,1950636.375,1908845.625
P00488,F13A1,Coagulation factor XIII A chain,P00488,F13A_HUMAN,18,17,18,18,17,16,18,18,18,18,18,18,18,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19982.486328125,27934.595703125,24855.568359375,23486.94140625,23717.798828125,20840.51171875,21908.01953125,28382.810546875,40357.62890625,39451.453125,36423.8046875,35406.6796875,31791.748046875,33403.71484375,24426.009765625,33766.81640625,34439.375,31732.03125,30018.265625,31010.4453125,30833.033203125,35146.90625,42958.7890625,50394.421875,40936.5859375,41227.75,32103.068359375,41147.9375,33236.8828125,33754.0859375,31705.583984375
P00491,PNP,Purine nucleoside phosphorylase,P00491,PNPH_HUMAN,27,26,27,27,27,26,27,27,27,27,27,27,26,26,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,27,27,445225.71875,444799.28125,474299.5,490890.625,477187.59375,490624.40625,481153,508619.9375,470078.8125,523236.8125,522133.21875,495967.34375,515702.28125,513241.6875,471806.6875,473196.6875,488022.71875,472328,443573.1875,463720.03125,472571.625,506765.34375,526566.5,501019.5,525220.1875,513767.96875,535625.25,490454.65625,473103.5625,480506.34375,484549.28125
P00492,HPRT1,Hypoxanthine-guanine phosphoribosyltransferase,P00492,HPRT_HUMAN,12,12,12,12,12,13,13,13,12,12,12,12,12,13,12,12,12,12,12,13,13,12,12,12,12,13,13,12,12,13,13,87740.671875,81831.5390625,85184.7109375,86931.0234375,89188.1640625,85153.71875,83111.5,86456.9765625,80071.2734375,85897.546875,85435.6484375,85317.609375,81276.671875,86465.9140625,79783.8359375,74214.75,76041.171875,76539.453125,79073.0859375,70098.453125,73894.0078125,82521.765625,83166.703125,80827.2109375,82089.90625,85335.9296875,84990.609375,87552.6484375,83746.9375,80257.828125,80982.5625
P00558,PGK1,Phosphoglycerate kinase 1,P00558,PGK1_HUMAN,36,36,36,36,36,36,36,36,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,307589.125,300044.875,312808.53125,312083.0625,308619.71875,301976.8125,304648.5,353054.78125,327952.875,355835.96875,347145.53125,352214.15625,344219.46875,340985.71875,317609.4375,322209.09375,317551.59375,327903.46875,323322.34375,305640.875,296207,306290.84375,301724.8125,297759.96875,300579.15625,305526.125,310668.96875,289690.46875,313787.375,311128.59375,306841.28125
P00568,AK1,Adenylate kinase isoenzyme 1,P00568,KAD1_HUMAN,19,19,19,19,20,20,19,20,20,20,20,20,20,20,19,19,20,19,20,20,20,20,19,19,20,20,20,20,19,20,20,490563.625,511223.375,493909.4375,493597.875,489104.84375,497091.03125,483900.40625,455085.125,476496.75,445147.21875,448258.0625,450484.46875,442996.0625,455498.9375,496896.53125,502419.9375,490353.34375,498678.5,492826.46875,469328.46875,468742.8125,549663.1875,546633.8125,525084.4375,541361.875,527738.625,544319.6875,527294.6875,483346.96875,484718,486150.15625
P00734,F2,Prothrombin,P00734,THRB_HUMAN,47,38,47,47,47,47,47,47,39,47,47,47,47,46,47,47,47,46,47,47,46,47,47,46,46,47,47,47,47,47,46,3769518,845204.4375,3772021,4090623,4514566,4282419.5,4100880,3836410.5,558196.125,3449075.25,3749471,3618141.5,3593822.75,3898692.25,3227400.25,3414341,3240009.5,3260953.75,3497576.25,3883673.75,3632584.5,3295429,3536853,3617507.5,3597268.75,3296120,3170347.5,4049735,3544881,3531864.25,3453391.75
P00736,C1R,Complement C1r subcomponent,P00736,C1R_HUMAN,35,30,36,35,35,35,35,33,26,34,35,35,32,34,35,35,35,34,35,35,34,36,35,36,36,35,36,35,34,34,33,47821.8828125,35320.07421875,46580.87890625,53004.78515625,56071.09765625,52403.87890625,54494.4375,25046.8984375,23136.51171875,22989.94921875,24418.189453125,23374.96484375,25066.474609375,23420.326171875,39476.46484375,40034.0703125,39526.23046875,39251.36328125,40501.71875,49637.0703125,44664.2734375,45889.4453125,48898.87890625,49902.96875,48451.265625,44278.16015625,44646.0390625,55965.3828125,39608.1796875,41543.13671875,39860.7265625
P00738,HP,Haptoglobin,P00738,HPT_HUMAN,100,96,98,98,100,99,100,100,92,100,101,97,100,99,101,99,100,101,102,100,101,90,92,89,89,92,90,89,99,100,102,8704413,7641377.5,7980573,8354854,9009172,7915522.5,8698739,9835162,8427979,9250148,9838252,9558510,9643391,9398671,11977249,11735911,11231494,11865135,12570056,13718764,13404615,13421309,12445603,14196674,14018053,13243752,13298840,15615979,10856115,10688801,10567563
P00739,HPR,Haptoglobin-related protein,P00739,HPTR_HUMAN,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,176748.796875,165181.25,150838.453125,167953.203125,170094.921875,165523.0625,191030.78125,144994.3125,160283.09375,145922.390625,150689.390625,138320.65625,156812.046875,145195.25,108179.078125,99645.859375,97537.8515625,92825.296875,90391.078125,122545.28125,122179.1484375,172582.453125,175036.140625,201760.28125,207370.609375,167541.421875,186873.640625,215500.140625,157401.875,145812.03125,143141.1875
P00740,F9,Coagulation factor IX,P00740,FA9_HUMAN,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4749.5087890625,8644.6162109375,4406.7021484375,5263.29150390625,5901.0224609375,5156.03662109375,5914.39892578125,3816.5263671875,5404.359375,3501.8232421875,3856.54296875,4962.3505859375,5061.076171875,3907.662109375,5657.5400390625,4836.79638671875,4593.974609375,4309.18701171875,4807.0693359375,6532.00390625,5117.18408203125,5551,5055.25048828125,5203.8984375,5168.390625,5035.31689453125,5107.84912109375,5074.48046875,4450.64501953125,5196.20263671875,4698.53662109375
P00742,F10,Coagulation factor X,P00742,FA10_HUMAN,8,8,9,8,9,9,9,9,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,33551.59375,40171.91796875,33224.10546875,37076.39453125,39363.56640625,36022.09375,39710.6171875,42300.26953125,46074.96875,43137.69921875,43460.4765625,43076.08203125,44741.33203125,45992.32421875,41667.95703125,41517.3671875,37596.3046875,42126.1640625,47149.8203125,56256.55078125,48828.5,44263.4609375,43588.265625,46582.17578125,43883.71484375,42992.21484375,40757.875,48570.515625,41703.55859375,47108,41244.74609375
P00746,CFD,Complement factor D,P00746,CFAD_HUMAN,3,5,4,4,3,4,4,5,4,5,4,4,4,4,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,4,4,18669.94140625,17671.265625,16865.291015625,17454.404296875,20820.462890625,15752.4833984375,17665.513671875,18425.501953125,20042.525390625,14488.4423828125,17584.1328125,18324.271484375,17278.5234375,19040.109375,15706.271484375,13304.70703125,15837.9306640625,12715.6064453125,14694.630859375,16137.822265625,15591.283203125,20563.013671875,20956.720703125,22674.748046875,19531.916015625,23306.021484375,21999.392578125,23471.50390625,17207.037109375,17848.900390625,18014.80859375
P00747,PLG,Plasminogen,P00747,PLMN_HUMAN,70,67,71,70,70,69,68,71,62,69,71,70,71,69,69,68,68,69,70,68,70,69,69,70,70,69,71,70,70,70,69,737119.375,84305.8359375,746026.25,784862.6875,872319.1875,870043.75,862057.625,745444.4375,102642.40625,695811.375,740729.6875,712132.5,757252.875,748526.75,774072.1875,781290.8125,752609.75,773576.5625,788991.4375,1012277.9375,894417.3125,776012.375,837465.5625,837192.1875,848048,778214.0625,783796.75,937659.0625,769921.875,767069.5,766197.875
P00748,F12,Coagulation factor XII,P00748,FA12_HUMAN,16,13,17,16,15,16,15,18,16,18,18,18,18,18,18,18,18,18,17,17,18,18,18,17,18,18,17,18,18,17,18,71327.4609375,51560.67578125,64407.9140625,68072.1015625,75845.265625,73368.7734375,71677.34375,165278.796875,77669.1484375,158876.84375,175198.921875,169690.921875,171232.34375,178682.140625,188250.375,182124.484375,177868.34375,182049.515625,199445.359375,229323.3125,212311.78125,162132.34375,161811.515625,176120.9375,172645.703125,161952.859375,157941.15625,188154.34375,154838.28125,149275.21875,143793.921875
P00751,CFB,Complement factor B,P00751,CFAB_HUMAN,60,58,60,60,60,62,62,61,54,60,60,62,61,62,62,62,63,63,61,61,61,62,62,61,60,62,61,61,61,63,62,1025268.875,845703.25,960891,1023956,1110104.25,1007839.1875,1101167.875,737088.9375,637647.625,727716.625,762843.25,734348.8125,736260.75,750784.8125,995256.875,1005920.0625,951497.9375,972090.25,1011951.8125,1162376.25,1131743.625,1183324.875,1180980,1286956,1248345.75,1193792.875,1193846.125,1375128.5,1004107.4375,1002845.5625,997780.8125
P00760,,Cationic trypsin,P00760,TRY1_BOVIN,117,104,117,115,116,117,117,115,91,117,116,115,116,117,117,117,116,116,116,114,114,117,117,117,116,117,113,115,116,116,117,256819472,71296464,200512704,239651840,273164704,223200896,203176800,208847280,76008960,186232720,198414976,226571552,203753168,226133728,219079952,273743840,239078240,187069200,218897968,175471600,172857904,197284288,221746752,253283264,165746512,200330192,186403200,242089568,196367264,210642112,212093264
P00761,,Trypsin,P00761,TRYP_PIG,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51557.36328125,NaN,31624.91796875,45559.890625,58484.140625,34931.9140625,35609.6875,41831.19921875,NaN,32772.55859375,30967.484375,44760.53125,38950.48046875,37956.33984375,41996.21484375,55248.37109375,48824.38671875,33160.875,41830.4140625,34016.625,33424.42578125,33062.6328125,39177.93359375,46243.68359375,25500.521484375,27238.173828125,25709.29296875,46616.24609375,36089.93359375,30757.537109375,34462.14453125
P00813,ADA,Adenosine deaminase,P00813,ADA_HUMAN,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3877.99609375,3943.708984375,3237.023193359375,3667.563232421875,4099.4970703125,4058.958251953125,4706.28955078125,6584.30419921875,6986.10595703125,7055.587890625,4872.603515625,6841.546875,6302.640625,6826.50390625,3663.309326171875,5078.021484375,5206.40869140625,4547.3037109375,3941.356689453125,4218.189453125,3915.7626953125,2023.3951416015625,2870.3896484375,2692.833984375,3183.3974609375,3329.990478515625,3734.82275390625,3156.446044921875,4772.0888671875,3706.630859375,5007.34326171875
P00915,CA1,Carbonic anhydrase 1,P00915,CAH1_HUMAN,141,140,139,143,143,142,140,135,138,137,139,143,139,141,141,142,144,144,142,140,143,142,143,141,144,144,143,142,139,141,142,37652292,39461452,36520508,36951960,36068920,38208312,37256312,28795450,31218260,28533090,28035538,28382236,29270986,28908992,41662668,40047728,40914912,41474804,41663892,40807788,41859956,41872896,39871252,38851880,40260976,41895532,43341476,41092984,35838452,37227936,38073104
P00918,CA2,Carbonic anhydrase 2,P00918,CAH2_HUMAN,73,75,73,74,72,77,71,69,69,71,70,70,72,73,75,74,75,73,74,73,75,74,76,72,74,72,73,72,74,75,75,6575618.5,6910275.5,6414239.5,6332075.5,6271852,6405222,6331904.5,6007365,6587588,5976639.5,5893390.5,5992632,5986050.5,5988883.5,6507726,6561605.5,6611016.5,6593614.5,6517554.5,6352987,6372780,6026189.5,6012627,5786033,5847074.5,5943993,5943467,5862016,6197203.5,6133185.5,5993129.5
P01008,SERPINC1,Antithrombin-III,P01008,ANT3_HUMAN,44,45,45,45,45,45,45,44,44,45,45,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44,45,45,44,45,1492960.5,1406950.75,1284112.125,1257753.375,1362848.375,1157920.25,1287466.5,1311790.75,1320628.625,1211221.25,1244646.625,1219157.25,1209447.875,1223933,1392252.375,1346494.375,1280605.25,1273691,1350165.5,1432896.625,1384964.875,1286030.25,1225660.875,1344298.875,1261125.75,1175301,1149630.125,1333853.875,1301617.125,1285547.375,1291851.625
P01009,SERPINA1,Alpha-1-antitrypsin,P01009,A1AT_HUMAN,114,114,114,115,114,114,115,114,114,113,114,114,113,117,114,115,114,114,114,114,114,113,115,112,113,114,115,114,115,115,114,16937014,17103248,15343046,15917369,16736682,15298583,16925470,16441478,17186454,15922874,16555516,16284348,16412431,16190750,13460417,12974264,12704695,13076397,13647332,14624072,14793900,12397964,12161241,13104676,12830887,12293784,12344689,13397464,14581568,14481470,14496444
P01011,SERPINA3,Alpha-1-antichymotrypsin,P01011,AACT_HUMAN,44,44,44,44,44,44,44,44,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,43,44,44,44,44,44,44,2077044.25,2187559.25,1868714.875,1979070,2091175.25,1925642.625,2088774.875,1504257.875,1646383.625,1455215,1529260.625,1490161.125,1518864.625,1537048.25,1411905.375,1418661.75,1325897.75,1359611.875,1429337.5,1561341,1614137.5,1761139.75,1720903.875,1902907.5,1879565.875,1765623.875,1782552.875,2015191.25,1665198.625,1666917.125,1679215.375
P01019,AGT,Angiotensinogen,P01019,ANGT_HUMAN,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,19,346102.8125,312408.5625,300706.78125,310065.3125,329008.1875,294788.78125,341527.6875,277346.25,259208.203125,263956.21875,277868.1875,262943.90625,272858,270704.21875,284264.375,268480.875,266558.15625,266421,282125.0625,317736.3125,307658.5,170845.546875,169192.0625,191534.40625,175451.0625,170092.109375,170879.9375,202427.234375,263539.96875,261813.5625,254931.453125
P01023,A2M,Alpha-2-macroglobulin,P01023,A2MG_HUMAN,211,209,213,212,212,210,211,216,215,217,217,217,217,217,214,215,212,214,214,216,215,213,212,213,213,214,209,212,213,215,215,5185303.5,5421771.5,4862438.5,5102695,5361397,5059684.5,5332366,10274619,10946547,10183466,10655694,10132864,10171955,10454179,6099431,5981210.5,5936823,5906712,6074522,6734393.5,6811056.5,4517897.5,4546483,4860827.5,4851805.5,4484618.5,4454445,4944052,6464954,6480469,6477991
P01024,C3,Complement C3,P01024,CO3_HUMAN,239,234,240,238,238,236,238,235,232,234,238,234,237,238,230,238,232,236,236,235,236,235,237,240,240,238,235,237,240,238,237,6968487,7164746,6408787.5,6801376.5,7100569.5,6793644,7184957,4896632.5,5325948.5,4900344,5119928.5,4945024,4984127.5,5193355,5032662.5,5014224.5,4966097.5,4909214,5073612,5609131.5,5823727.5,5335257,5431135,5754580.5,5689346,5350072.5,5242574,5983186,5660983.5,5626204,5631771
P01031,C5,Complement C5,P01031,CO5_HUMAN,55,57,57,57,58,56,58,56,56,58,57,56,57,57,55,57,57,58,58,56,57,58,57,57,57,58,56,58,57,57,57,216620.265625,248358.6875,200285,212841.96875,223176.3125,206717.765625,220433.265625,155373.21875,188182.359375,164643.1875,166343.03125,157685.5,156240.78125,157563.578125,180794.4375,175234.765625,170877.765625,171381.859375,171459.859375,199829.78125,198747.1875,223367.796875,228348.609375,241026.59375,229604.328125,213222.296875,210332.125,240210.03125,196563.078125,197076.78125,193619.09375
P01034,CST3,Cystatin-C,P01034,CYTC_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9821.8466796875,7269.42236328125,8829.9833984375,8355.4697265625,8662.416015625,6581.16064453125,9986.9638671875,9824.30078125,9001.724609375,9380.5439453125,9540.1455078125,9657.216796875,8856.8955078125,8024.27880859375,11459.408203125,9149.7734375,9258.3955078125,9704.4716796875,10123.9912109375,12086.6044921875,11485.6123046875,11540.1904296875,9923.318359375,9904.88671875,10446.0478515625,8693.3369140625,9303.9560546875,9172.7138671875,9310.0107421875,8501.171875,9450.59765625
P01042,KNG1,Kininogen-1,P01042,KNG1_HUMAN,37,34,37,37,37,37,37,37,33,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,559360.4375,537135.125,536651.6875,572751.625,590343.4375,592153.1875,686626.5,552314.625,484952.9375,536091.4375,538182.6875,528406.625,612264.375,539258,603743.6875,591071.1875,545054.5,545401.5625,550606.0625,788465.625,691093.75,565360.9375,580700.75,616508.875,610611.5,549810.0625,589698.875,640319.5,555602.4375,566025.875,556809.9375
P01116,KRAS,GTPase KRas,P01116,RASK_HUMAN,5,6,6,5,6,6,6,6,6,6,5,5,6,6,5,5,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,25080.16015625,25273.240234375,22561.15625,23970.013671875,23608.400390625,22966.291015625,25131.595703125,23905.630859375,26230.318359375,24886.408203125,21411.810546875,25761.255859375,24970.306640625,21936.453125,21797.359375,22598.474609375,23378.6875,23566.505859375,24886.373046875,21937.048828125,24905.4453125,22953.126953125,23990.62109375,22996.361328125,23707.478515625,23432.083984375,24643.267578125,19874.8125,23092.814453125,23094.146484375,24636.30859375
P01344,IGF2,Insulin-like growth factor II,P01344,IGF2_HUMAN,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5395.150390625,NaN,7040.11328125,7005.2216796875,6825.90673828125,8039.6904296875,7669.27490234375,4387.53759765625,NaN,5387.75390625,5183.279296875,5319.568359375,5054.17333984375,6388.10791015625,2281.888916015625,4005.674560546875,3129.566162109375,4386.95068359375,3989.660888671875,5739.2099609375,4369.08544921875,4495.5341796875,5310.4384765625,6147.17724609375,5749.49951171875,4733.2607421875,5467.25830078125,6752.677734375,6362.978515625,5137.69677734375,6276.77099609375
P01591,JCHAIN,Immunoglobulin J chain,P01591,IGJ_HUMAN,8,7,9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,8,9,8,8,9,8,8,9,9,9,9,9,8,9,300995.125,268613.40625,277291.59375,285343.4375,309673.5,290388.90625,307132.34375,319734.21875,292718.34375,289890.9375,321198.8125,309990.8125,320449.21875,333560.21875,275218.78125,268517.8125,266606,258150.515625,288015.125,319591.34375,309871.3125,158853.828125,161538.671875,169594.203125,169275.1875,160001,158360.421875,193732.765625,260317.515625,261384.828125,256515.9375
P01593;P01594,IGKV1D-33;IGKV1-33,Immunoglobulin kappa variable 1D-33;Immunoglobulin kappa variable 1-33,P01593;P01594,KVD33_HUMAN;KV133_HUMAN,10,10,10,10,10,10,10,9,10,9,9,9,9,9,9,10,10,10,10,9,10,9,9,9,9,9,10,9,10,9,10,283847.78125,277322.5625,230700.328125,255118.9375,249440.921875,245680.40625,269364.5625,252808.765625,292786.625,239790.765625,252280.390625,255295.40625,271625.65625,264193.71875,234377.8125,217510.25,223213.28125,194927.8125,220150.328125,267214.75,269833.03125,159058.09375,160967.234375,165244.921875,156974,156041.828125,160303.171875,172379.875,224069.078125,227035.125,217489.09375
P01601,IGKV1D-16,Immunoglobulin kappa variable 1D-16,P01601,KVD16_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27233.1953125,28137.466796875,26965.185546875,26376.630859375,28712.693359375,29562.474609375,28660.380859375,39826.8046875,35972.41796875,33581.75,34216.1328125,38807.03515625,41050.6640625,37064.22265625,33018.8828125,32031.6796875,31457.48828125,29658.36328125,33683.9765625,35455.4375,36533.58203125,28335.865234375,28618.115234375,30452.16015625,31347.296875,26168.384765625,27296.47265625,32179.296875,28551.171875,34513.93359375,34127.73828125
P01602,IGKV1-5,Immunoglobulin kappa variable 1-5,P01602,KV105_HUMAN,5,4,4,5,5,5,3,4,5,5,5,5,4,5,3,4,4,3,5,4,4,4,4,5,5,4,3,4,5,5,4,1018984.1875,1080884.75,864873.375,905753.8125,1043243.9375,940251.5625,1010145.3125,1033735.375,1196045.875,968836.4375,995717.8125,1043113.5,1073622.75,1021738.0625,859684.75,721366.4375,723799.625,782185.3125,712961.8125,808099.5,815615.875,552409.8125,515014.21875,612935.875,555264.1875,511725.15625,546440,614235.6875,883543.375,824369.125,797440.375
P01619,IGKV3-20,Immunoglobulin kappa variable 3-20,P01619,KV320_HUMAN,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,25,25,24,25,25,25,25,25,24,25,25,25,25,25,25,2373593.75,2407638,2096661.5,2196121.75,2347301.75,2117581.25,2338415.5,2127129.75,2391183,2082609.375,2183851.75,2128333.75,2171190.25,2134747.75,1541969.5,1478480.25,1470202,1407964.875,1568105.75,1628689.125,1754581.375,1302723.625,1290713.125,1409568.25,1419497.5,1314798.25,1385607.75,1514789.375,1848710.125,1882922.25,1787509.75
P01624,IGKV3-15,Immunoglobulin kappa variable 3-15,P01624,KV315_HUMAN,16,16,16,16,16,16,16,16,16,16,16,14,15,15,16,15,16,14,15,16,16,14,15,15,15,14,14,15,16,16,16,2246322.75,2556952.75,1861810.5,2053113.5,2129997.5,1994643.375,2254286.75,1318432.875,1592601,1265560,1384699.5,1332569.75,1379423.5,1386654.75,1191206.25,1158812.125,1066118.25,1139390.5,1147567.25,1378733.625,1341585.375,1218124.5,1133179.875,1288283.125,1211419.625,1198478,1190302.75,1272439.875,1484776.125,1516670.875,1444321
